timestamp	subject	condition	idx	midi_note	frequency	direction	interval	azimuth	elevation
2024-10-18 15:56:28.591088	sub01	irn	26	80	830.6093951598903	22	NA	0.7105642782843868	-16.067718850812074
2024-10-18 15:56:29.591088	sub01	irn	27	81	880.0	25	NA	-0.28028149743326636	1.3964540122378355
2024-10-18 15:56:30.591088	sub01	irn	28	82	932.3275230361799	22	NA	-0.9208557344732111	16.33921760392319
2024-10-18 15:56:31.591088	sub01	irn	29	86	1174.6590716696303	25	NA	-1.1902335819122072	-12.377786805655067
2024-10-18 15:56:32.591088	sub01	irn	30	57	220.0	21	NA	-2.617295712249724	2.186448453294015
2024-10-18 15:56:33.591088	sub01	irn	31	60	261.6255653005986	24	NA	1.506226917079797	11.404603704616312
2024-10-18 15:56:34.591088	sub01	irn	32	73	554.3652619537442	21	NA	-0.4532234530082315	4.827595178873089
2024-10-18 15:56:35.591088	sub01	irn	33	78	739.9888454232688	23	NA	-1.4637495664401297	-6.446586452277137
2024-10-18 15:56:36.591088	sub01	viola	0	57	220.0	21	NA	0.006739525823292292	0.19015661141763007
2024-10-18 15:56:37.591088	sub01	viola	1	55	195.99771799087463	25	NA	-1.4510484564630481	9.118904268469446
2024-10-18 15:56:38.591088	sub01	viola	2	72	523.2511306011972	25	NA	-0.14210500976020635	19.887404139912025
2024-10-18 15:56:39.591088	sub01	viola	3	62	293.6647679174076	21	NA	-0.9638884479063101	-2.61529482543017
2024-10-18 15:56:40.591088	sub01	viola	4	61	277.1826309768721	21	NA	-1.3151699044630452	2.14326271203264
2024-10-18 15:56:41.591088	sub01	viola	5	67	391.99543598174927	23	NA	-1.9643765626421563	4.029520846010143
2024-10-18 15:56:42.591088	sub01	viola	6	61	277.1826309768721	21	NA	0.8718731812562095	-16.054748562965337
2024-10-18 15:56:43.591088	sub01	viola	7	56	207.65234878997256	22	NA	-0.08358182432044403	20.685571008407617
2024-10-18 15:56:44.591088	sub01	viola	8	55	195.99771799087463	21	NA	1.7308603012970463	13.925010564924795
2024-10-18 15:56:45.591088	sub01	viola	9	68	415.3046975799451	25	NA	0.11331938349888016	-3.704324056644687
2024-10-18 15:56:46.591088	sub01	viola	10	75	622.2539674441618	25	NA	-0.7021288732696471	-23.760563165945246
2024-10-18 15:56:47.591088	sub01	viola	11	77	698.4564628660078	23	NA	-0.37659465267648384	2.3429033586642776
2024-10-18 15:56:48.591088	sub01	viola	12	67	391.99543598174927	21	NA	-0.6852832345675461	0.4892140756342478
2024-10-18 15:56:49.591088	sub01	viola	13	71	493.8833012561241	23	NA	0.9590285445986917	-14.534103726677172
2024-10-18 15:56:50.591088	sub01	viola	14	81	880.0	21	NA	2.14409806416777	22.91662081494795
2024-10-18 15:56:51.591088	sub01	viola	15	59	246.94165062806206	24	NA	0.8686524384256114	-10.438529790631096
2024-10-18 15:56:52.591088	sub01	viola	16	78	739.9888454232688	22	NA	0.7746824120969886	17.47841542938065
2024-10-18 15:56:53.591088	sub01	viola	17	71	493.8833012561241	25	NA	2.6808590251452884	-11.894659250557465
2024-10-18 15:56:54.591088	sub01	viola	18	66	369.9944227116344	21	NA	-1.8396907508331348	-19.991343134091633
2024-10-18 15:56:55.591088	sub01	viola	19	69	440.0	22	NA	1.9498983708575495	-17.827314294196018
2024-10-18 15:56:56.591088	sub01	viola	20	55	195.99771799087463	22	NA	0.6134360982469846	-11.4119713391453
2024-10-18 15:56:57.591088	sub01	viola	21	56	207.65234878997256	22	NA	-0.5802084488500556	11.195984451953677
2024-10-18 15:56:58.591088	sub01	viola	22	59	246.94165062806206	23	NA	2.389656071559251	22.06484359802179
2024-10-18 15:56:59.591088	sub01	viola	23	64	329.6275569128699	25	NA	0.027934848152989522	-2.9428481309664245
2024-10-18 15:57:00.591088	sub01	viola	24	55	195.99771799087463	21	NA	2.063595794779237	20.630238461657267
2024-10-18 15:57:01.591088	sub01	viola	25	71	493.8833012561241	25	NA	1.8615242454016172	8.115495896318748
2024-10-18 15:57:02.591088	sub01	viola	26	66	369.9944227116344	23	NA	1.4531436764628183	-0.2659470449686896
2024-10-18 15:57:03.591088	sub01	viola	27	68	415.3046975799451	22	NA	-0.295645519662183	-8.784143394104255
2024-10-18 15:57:04.591088	sub01	viola	28	71	493.8833012561241	23	NA	-1.8725834330471334	-9.198225410289679
2024-10-18 15:57:05.591088	sub01	viola	29	64	329.6275569128699	25	NA	0.8318877322361522	24.959615303520415
2024-10-18 15:57:06.591088	sub01	viola	30	55	195.99771799087463	23	NA	-1.812695054205706	-20.653069152322633
2024-10-18 15:57:07.591088	sub01	viola	31	81	880.0	23	NA	-1.8248531094145723	7.617222397111556
2024-10-18 15:57:08.591088	sub01	viola	32	58	233.08188075904496	21	NA	-2.2410466216849416	5.1182194717037
2024-10-18 15:57:09.591088	sub01	viola	33	78	739.9888454232688	23	NA	-0.7518469251534214	-10.728221312990799
2024-10-18 15:57:10.591088	sub01	flute	0	60	261.6255653005986	22	NA	0.1749839441399712	7.737639015842368
2024-10-18 15:57:11.591088	sub01	flute	1	65	349.2282314330039	22	NA	-0.6114749398827672	-13.592672828202446
2024-10-18 15:57:12.591088	sub01	flute	2	66	369.9944227116344	23	NA	2.408127464960124	-5.745440179370282
2024-10-18 15:57:13.591088	sub01	flute	3	81	880.0	23	NA	2.5779511128441692	-13.107588911798501
2024-10-18 15:57:14.591088	sub01	flute	4	72	523.2511306011972	25	NA	2.705824849924955	-22.670375825260216
2024-10-18 15:57:15.591088	sub01	flute	5	67	391.99543598174927	25	NA	-2.678597519855554	16.415514554221744
2024-10-18 15:57:16.591088	sub01	flute	6	73	554.3652619537442	21	NA	1.2527238889421863	11.862342860166809
2024-10-18 15:57:17.591088	sub01	flute	7	75	622.2539674441618	21	NA	1.731441738488396	-20.472968471522407
2024-10-18 15:57:18.591088	sub01	flute	8	70	466.1637615180899	25	NA	2.9285068672916026	21.995759208032005
2024-10-18 15:57:19.591088	sub01	flute	9	64	329.6275569128699	23	NA	0.575925191953637	1.733402842528714
2024-10-18 15:57:20.591088	sub01	flute	10	86	1174.6590716696303	23	NA	-0.775132823665349	-14.952990633494645
2024-10-18 15:57:21.591088	sub01	flute	11	69	440.0	21	NA	-1.9913807436391906	11.061553500560306
2024-10-18 15:57:22.591088	sub01	flute	12	74	587.3295358348151	22	NA	-1.5601675245944806	-13.854493027672483
2024-10-18 15:57:23.591088	sub01	flute	13	74	587.3295358348151	21	NA	0.9457189352944362	-18.002447805121445
2024-10-18 15:57:24.591088	sub01	flute	14	61	277.1826309768721	25	NA	-1.7515327673741576	-10.732167835527006
2024-10-18 15:57:25.591088	sub01	flute	15	85	1108.7305239074883	24	NA	-0.7741393480524843	0.10728506150818329
2024-10-18 15:57:26.591088	sub01	flute	16	71	493.8833012561241	23	NA	-0.48743435416586833	20.560940095991885
2024-10-18 15:57:27.591088	sub01	flute	17	87	1244.5079348883237	24	NA	2.229582682552457	-15.795662270989036
2024-10-18 15:57:28.591088	sub01	flute	18	81	880.0	23	NA	-2.2566651954507835	-2.6326219672063775
2024-10-18 15:57:29.591088	sub01	flute	19	72	523.2511306011972	24	NA	1.2621603823500616	-6.778915930346219
2024-10-18 15:57:30.591088	sub01	flute	20	65	349.2282314330039	23	NA	-2.1842766812837087	-22.623621499896807
2024-10-18 15:57:31.591088	sub01	flute	21	71	493.8833012561241	25	NA	-0.3122118164127272	-1.5943406582578756
2024-10-18 15:57:32.591088	sub01	flute	22	78	739.9888454232688	21	NA	-1.7688744258395257	-15.32975241956751
2024-10-18 15:57:33.591088	sub01	flute	23	63	311.1269837220809	23	NA	2.364644197612938	20.018327841466256
2024-10-18 15:57:34.591088	sub01	flute	24	87	1244.5079348883237	24	NA	-2.966333576046374	23.99196703774117
2024-10-18 15:57:35.591088	sub01	flute	25	85	1108.7305239074883	21	NA	1.7140696422354422	-16.51114850480836
2024-10-18 15:57:36.591088	sub01	flute	26	63	311.1269837220809	23	NA	-2.902012677359359	-10.8116927827676
2024-10-18 15:57:37.591088	sub01	flute	27	79	783.9908719634985	25	NA	2.9839383352035957	-17.39897722842937
2024-10-18 15:57:38.591088	sub01	flute	28	68	415.3046975799451	22	NA	0.8871185659239631	-18.665792288493527
2024-10-18 15:57:39.591088	sub01	flute	29	59	246.94165062806206	24	NA	2.1987388159818178	9.461239050968063
2024-10-18 15:57:40.591088	sub01	flute	30	62	293.6647679174076	21	NA	2.188087166637305	-11.36981140814785
2024-10-18 15:57:41.591088	sub01	flute	31	80	830.6093951598903	22	NA	-1.5038155241548572	15.748226424028456
2024-10-18 15:57:42.591088	sub01	flute	32	67	391.99543598174927	23	NA	-1.8707701736101612	24.217540329126198
2024-10-18 15:57:43.591088	sub01	flute	33	66	369.9944227116344	25	NA	-1.5451908431494918	2.2222365049514856
2024-10-18 15:57:44.591088	sub01	piano	0	64	329.6275569128699	23	NA	-2.219059051893298	-12.731869822352692
2024-10-18 15:57:45.591088	sub01	piano	1	63	311.1269837220809	22	NA	2.076517661386773	-22.835414070975673
2024-10-18 15:57:46.591088	sub01	piano	2	66	369.9944227116344	25	NA	-2.0455825139067905	-14.377808699817601
2024-10-18 15:57:47.591088	sub01	piano	3	81	880.0	23	NA	2.829810241435036	-3.209761105507053
2024-10-18 15:57:48.591088	sub01	piano	4	70	466.1637615180899	24	NA	1.3329314676840223	-7.352587426730839
2024-10-18 15:57:49.591088	sub01	piano	5	72	523.2511306011972	25	NA	2.966051818780173	21.733859602487342
2024-10-18 15:57:50.591088	sub01	piano	6	63	311.1269837220809	23	NA	-0.3239999931314306	12.931028738577321
2024-10-18 15:57:51.591088	sub01	piano	7	56	207.65234878997256	21	NA	-0.4920407239125386	-7.212549417158565
2024-10-18 15:57:52.591088	sub01	piano	8	86	1174.6590716696303	25	NA	-1.2040904657218303	14.333852317123569
2024-10-18 15:57:53.591088	sub01	piano	9	73	554.3652619537442	25	NA	-1.380529212720703	24.488378504909676
2024-10-18 15:57:54.591088	sub01	piano	10	62	293.6647679174076	25	NA	-2.057959178614367	14.711917952519398
2024-10-18 15:57:55.591088	sub01	piano	11	61	277.1826309768721	22	NA	-0.9933832827170113	-24.922927426925117
2024-10-18 15:57:56.591088	sub01	piano	12	64	329.6275569128699	24	NA	-2.3551363917548733	-8.444921938645317
2024-10-18 15:57:57.591088	sub01	piano	13	66	369.9944227116344	21	NA	-2.0110981959710523	12.99902243880643
2024-10-18 15:57:58.591088	sub01	piano	14	55	195.99771799087463	21	NA	2.8370402478962897	13.108162437080573
2024-10-18 15:57:59.591088	sub01	piano	15	83	987.7666025122483	22	NA	1.9734844573674668	23.88568785865552
2024-10-18 15:58:00.591088	sub01	piano	16	62	293.6647679174076	25	NA	-0.0715567118380005	-22.83218275823331
2024-10-18 15:58:01.591088	sub01	piano	17	58	233.08188075904496	25	NA	0.45481816605275394	2.413805190506335
2024-10-18 15:58:02.591088	sub01	piano	18	63	311.1269837220809	24	NA	-0.9533858849705903	-0.03588591338045122
2024-10-18 15:58:03.591088	sub01	piano	19	84	1046.5022612023945	21	NA	-0.6475598778404439	-16.609514011031184
2024-10-18 15:58:04.591088	sub01	piano	20	81	880.0	25	NA	2.6574040660180422	1.5474595713722394
2024-10-18 15:58:05.591088	sub01	piano	21	79	783.9908719634985	24	NA	-2.2600648156675334	20.478727919892865
2024-10-18 15:58:06.591088	sub01	piano	22	87	1244.5079348883237	24	NA	-0.1043425850405657	-1.3441614266239243
2024-10-18 15:58:07.591088	sub01	piano	23	74	587.3295358348151	23	NA	0.7653222728864761	-18.59219178247416
2024-10-18 15:58:08.591088	sub01	piano	24	77	698.4564628660078	21	NA	1.9760418612008286	-6.661303907831995
2024-10-18 15:58:09.591088	sub01	piano	25	55	195.99771799087463	23	NA	-1.3976585309979204	6.534163736785392
2024-10-18 15:58:10.591088	sub01	piano	26	59	246.94165062806206	23	NA	0.6982210538971128	-22.78272011039127
2024-10-18 15:58:11.591088	sub01	piano	27	81	880.0	25	NA	0.3535960630872139	-14.759371023904656
2024-10-18 15:58:12.591088	sub01	piano	28	69	440.0	25	NA	-2.5326435507039	23.911329097090615
2024-10-18 15:58:13.591088	sub01	piano	29	81	880.0	22	NA	-1.5929205490770897	-5.940763847254188
2024-10-18 15:58:14.591088	sub01	piano	30	77	698.4564628660078	25	NA	-0.6138982506635433	23.20218828368268
2024-10-18 15:58:15.591088	sub01	piano	31	59	246.94165062806206	21	NA	-1.3383643287082687	-15.820975152803262
2024-10-18 15:58:16.591088	sub01	piano	32	58	233.08188075904496	23	NA	2.1474249232330433	-23.541007318888703
2024-10-18 15:58:17.591088	sub01	piano	33	64	329.6275569128699	21	NA	-1.2855429762381112	-6.6055706089122594
